Nombre científico	Nombres comunes	Categoria taxonómica	Estatus	Tipo distribución	Usos y Agrobiodiversidad	Ambiente	Numero de registros	Nombre común principal	Foto principal	Reino	División	Phylum	Clase	Orden	Familia	Género	Especie	Bibliografía	URL Enciclovida	Identificador EncicloVida	Identificador CAT
Euphorbia tanquahuete	"Borreguillo (Español), Cuajiote amarillo (Náhuatl), Leche María (Español), Palo amarillo (Español), Palo de cucaracha (Español), Palo de oro (Español), Palo de sapo (Español), Palo lechón (Español), Palo mulato (Español), Pega hueso (Español), Pegahueso (Español), Tencuanete (ND)"	especie	válido	"Endémica,Nativa"	"Maderable, Parientes silvestres de cultivos"	Terrestre	52	Tancahuete	https://inaturalist-open-data.s3.amazonaws.com/photos/2223905/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia tanquahuete	"Sessé, L. M. & Moçiño, J. M. 1894. Fl. Mexic., ed. 2.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149820-euphorbia-tanquahuete	149820	13877ANGIO
Euphorbia albomarginata		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	8	Whitemargin Sandmat	https://inaturalist-open-data.s3.amazonaws.com/photos/3213000/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia albomarginata	"Torr. 1857. Explorations and Surveys for a Railroad Route from the Mississippi River. Report on the Botany of the Expedition:. 2(4)
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149877-euphorbia-albomarginata	149877	13934ANGIO
Euphorbia anychioides		especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	18		https://inaturalist-open-data.s3.amazonaws.com/photos/6071317/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia anychioides	"Boissier, P. E. 1860. Cent. Euphorb. Leipzig, Alemania.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149890-euphorbia-anychioides	149890	13947ANGIO
Euphorbia berteroana		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	6		https://static.inaturalist.org/photos/2808788/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia berteroana	"Sprengel, C. P. J. 1826. Systema Vegetabilium (ed. 16). 3.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149916-euphorbia-berteroana	149916	13973ANGIO
Euphorbia cinerascens		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	4	Golondrina	https://static.inaturalist.org/photos/1841699/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia cinerascens	"Engelmann, G. 1858. Rep. U.S. Mex. Bound., Bot. [Emory]. 2 (1). In: Emory, W. H.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149946-euphorbia-cinerascens	149946	14003ANGIO
Euphorbia cumbrae		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	4	Euphorbia cumbrae	https://static.inaturalist.org/photos/2570450/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia cumbrae	"Boissier, P. E. 1860. Cent. Euphorb. Leipzig, Alemania.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149951-euphorbia-cumbrae	149951	14008ANGIO
Euphorbia densiflora		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	5	Euphorbia densiflora	https://inaturalist-open-data.s3.amazonaws.com/photos/4153138/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia densiflora	"Klotzsch, J. F. 1861. Naturwissenschaftliche Reise nach Mossambique. 6 (1).
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149953-euphorbia-densiflora	149953	14010ANGIO
Euphorbia dioeca	"Golondrina (Español), Xana mukuy (Maya)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	3	Golondrina	https://inaturalist-open-data.s3.amazonaws.com/photos/4149141/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia dioeca	"Kunth, K. S. 1817. Nov. Gen. Sp. [H.B.K.]. 2.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149957-euphorbia-dioeca	149957	14014ANGIO
Euphorbia feddemae		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	2			Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia feddemae	"McVaugh, R. 1961. Brittonia. Euphorbiaceae Novae Novo-Galicianae. The New York Botanical Garden Press. Bronx, NY. 13 (24). In: Kelly, L. M.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/149958-euphorbia-feddemae	149958	14015ANGIO
Euphorbia hirta	"Alfombrilla (Español), Celedonia (ND), Coapatli (Náhuatl), Golondrina (Español), Golondrina grande (Español), Hierba de la araña (Español), Hierba de la golondrina (Español), Hierba del gusano (Español), Sabañonxihuit (Náhuatl), Xahuay (Maya), Xanabmukuy (Maya), Xauay (Maya)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	10	Golondrina	https://static.inaturalist.org/photos/101197080/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia hirta	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
L. 1753. Species Plantarum.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281.
Vibrans, H. 2014. Malezas de México. CONABIO. Disponible en: http://www.conabio.gob.mx/malezasdemexico/ (Accesada en septiembre de 2014)"	https://enciclovida.mx:443/especies/149992-euphorbia-hirta	149992	14049ANGIO
Euphorbia hypericifolia	"Ciridonia (ND), Golondrina (Español), Hierba de la golondrina (Español), Lecherillo (Español), Lechosa (Español), Pata de paloma (Español), Pela tripa (Español), Topian-xiu (Maya), Toplan-xiu (Maya)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Golondrina	https://inaturalist-open-data.s3.amazonaws.com/photos/37453113/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia hypericifolia	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
L. 1753. Species Plantarum.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150008-euphorbia-hypericifolia	150008	14065ANGIO
Euphorbia hyssopifolia	"Golondrina (Español), Xana mukuy (Maya)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	1	Hierba de la golondrina	https://inaturalist-open-data.s3.amazonaws.com/photos/9100619/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia hyssopifolia	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Linnaeus, C. 1759. Systema naturæ per regna tria naturæ, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis.Systema naturæ per regna tria naturæ, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymi. Tomus II. Editio decima, reformata.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150011-euphorbia-hyssopifolia	150011	14068ANGIO
Euphorbia indivisa		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	22	Royal sandmat	https://static.inaturalist.org/photos/1963275/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia indivisa	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Tidestrøm, I. 1935. Proc. Biol. Soc. Washington. New Arizona Plant names. Biological Society of Washington. Washington, DC. 48. In: Banks, R.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281.
Vibrans, H. 2014. Malezas de México. CONABIO. Disponible en: http://www.conabio.gob.mx/malezasdemexico/ (Accesada en septiembre de 2014)"	https://enciclovida.mx:443/especies/150028-euphorbia-indivisa	150028	14085ANGIO
Euphorbia lineata		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	3		https://inaturalist-open-data.s3.amazonaws.com/photos/20464711/medium.jpeg?1530208057	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia lineata	"Watson, S. 1886. Contributions to American Botany. Proc. Amer. Acad. Arts. . 21: 414-468. .
Martínez-Gordillo, M., Steinmann, V., Jiménez, J., Cervantes, A., Ramírez, Y. & Ramírez, A. 2006. Catálogo de autoridades taxonómicas de las euforbiáceas (Euphorbiaceae: Magnoliopsida) de México. Facultad de Ciencias, UNAM. Base de datos SNIB-CONABIO, proyecto CS006. México, D. F."	https://enciclovida.mx:443/especies/150054-euphorbia-lineata	150054	14111ANGIO
Euphorbia maculata	"Celidonia (ND), Memeya-xihuitl (Náhuatl), Mho-ney (Chinanteco), Tlal-memeya (Náhuatl), Tlalmemejan (Náhuatl)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	19	Lechosilla	https://inaturalist-open-data.s3.amazonaws.com/photos/145193290/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia maculata	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
L. 1753. Species Plantarum.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150057-euphorbia-maculata	150057	14114ANGIO
Euphorbia mendezii		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	15	Hierba de la golondrina	https://static.inaturalist.org/photos/26254123/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia mendezii	"Boissier, P. E. 1860. Cent. Euphorb. Leipzig, Alemania.
Villaseñor, J. L. 2016. Revista Mex. Biodivers. Checklist of the native vascular plants of Mexico. 87: 559-902."	https://enciclovida.mx:443/especies/150070-euphorbia-mendezii	150070	14127ANGIO
Euphorbia micromera		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Sonoran Sandmat	https://static.inaturalist.org/photos/2476491/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia micromera	"Boissier, P. E. 1862. Prodr. [A. P. de Candolle]. Subordo Euphorbieae. París, Francia. 15 (2). In: de Candolle, A. (Editore et pro parte auctore)
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150089-euphorbia-micromera	150089	14146ANGIO
Euphorbia nocens		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	1		https://inaturalist-open-data.s3.amazonaws.com/photos/8607276/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia nocens	"Steinmann, V. W. 2003. Acta Bot. Mex. Euphorbia nocens, formerly a variety of Euphorbia hirta (Euphorbiaceae). Instituto de Ecología, A. C. Centro Regional del Bajío. Pátzcuaro, Michoacán, México. (64). In: Rzedowski, J. (Ed.)
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150092-euphorbia-nocens	150092	14149ANGIO
Euphorbia nutans		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	21	Candelilla	https://inaturalist-open-data.s3.amazonaws.com/photos/2144483/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia nutans	"Lagasca y Segura, M. 1816. Genera et species plantarum, quae aut novae sunt aut nondum recte cognoscuntur. .
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150099-euphorbia-nutans	150099	14156ANGIO
Euphorbia ophthalmica		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	5	Hierba de la golondrina	https://static.inaturalist.org/photos/24467768/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia ophthalmica	"Persoon, C. H. 1806. Syn. Pl. [Persoon]. 2 (1).
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150103-euphorbia-ophthalmica	150103	14160ANGIO
Euphorbia potosina		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	4		https://inaturalist-open-data.s3.amazonaws.com/photos/82744263/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia potosina	"Fernald, M. L. 1901. Some New Spermatophytes from Mexico and Central America. Proc. Amer. Acad. Arts Sci. 36(27):491-506. Boston, MA., USA
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150148-euphorbia-potosina	150148	14205ANGIO
Euphorbia prostrata	"Akgkunuc xanat (Totonaco), Celidonia (ND), Coapatli (Náhuatl), Golondrilla (Español), Golondrina (Español), Hierba de la golondrina (Español), Lechita (ND), Lluvia (ND), Siete colores (Español), Xana mukuy (Maya), Xanab-mukuy (Maya)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	15	Golondrina	https://inaturalist-open-data.s3.amazonaws.com/photos/181073811/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia prostrata	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Aiton, W. T. 1789. Hortus Kewensis; or, a Catalogue of the Plants Cultivated in the Royal Botanic Garden at Kew. Londres, Reino Unido. 2.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150149-euphorbia-prostrata	150149	14206ANGIO
Euphorbia serpens		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	5	Matted Sandmat	https://inaturalist-open-data.s3.amazonaws.com/photos/1810552/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia serpens	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Kunth, K. S. 1817. Nov. Gen. Sp. [H.B.K.]. 2.
Martínez-Gordillo, M., Jiménez-Ramírez, J., Cruz-Durán, R., Juárez-Arriaga, E., García, R., Cervantes, A. & Mejía-Hernández, R. 2002. Anales Inst. Biol. Univ. Nac. Autón. México, Bot. Los géneros de la familia Euphorbiaceae en México. 73(2):155-281."	https://enciclovida.mx:443/especies/150166-euphorbia-serpens	150166	14223ANGIO
